WAFER ID,LOT ID,Cassette,SLOT,STATUS,DATA TYPE,RECIPE,RCP CNT,MEAS SET,MATERIAL,SITE,Site #,Value,Value, X , Y 
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,39,39,1038.4017,0.9911,38.047,-141.991
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,40,40,1040.2131,0.9912,73.5006,-127.3054
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,41,41,1036.8153,0.9911,103.9452,-103.9443
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,42,42,1021.3085,0.9909,127.3061,-73.4994
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,43,43,991.5898,0.9908,141.9913,-38.0458
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,44,44,995.4509,0.9908,147,0.0006
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,45,45,1015.8922,0.9909,141.991,38.047
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,46,46,1006.6567,0.9909,127.3054,73.5006
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,47,47,998.9064,0.9907,103.9443,103.9452
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,48,48,1011.1783,0.991,73.4994,127.3061
7/12/2018 10:40,EAP00016_OXP,Port 1,3,,SE,MMSINGLE_OX_1000A_49PTTHK_V01,1,Film Stack,Thermal SiO2,49,49,1006.5342,0.9909,38.0458,141.9913
